id,tokens,tags
323,"['De' 'acuerdo' 'en' 'habilitar' 'espacios' 'para' 'que' 'la' 'gente' 'se'
 'destroce' 'el' 'higado' 'sin' 'molestar' 'a' 'los' 'demás.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
324,"['Debería' 'poder' 'hacer' 'la' 'tarea,' '¡como' 'todos' 'los' 'demás!']",[0 0 0 0 0 0 0 0 0]
325,"['El' 'patrón' 'se' 'repitió' 'un' 'siglo' 'después' 'cuando' 'los'
 'moros' 'invocaron' 'la' 'ayuda' 'de' 'los' 'almohades' 'en' '1151.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
326,"['Con' 'su' 'membresía' 'podrá' 'acudir' 'a' 'actividades' 'solo' 'para'
 'miembros' 'y' 'tendrá' 'credenciales' 'completas' 'para' 'todas' 'las'
 'sesiones' 'de' 'congresos' 'oficiales.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
327,"['Estaba' 'informando' 'a' 'un' 'determinado' 'lugar' 'en' 'Del' 'Rio,'
 'luego' 'tuve' 'que' 'ir' 'a' 'Laughlin' 'Air' 'Force' 'Base,' 'que'
 'acababa' 'de' 'volver' 'a' 'abrir.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
328,"['En' 'San' 'Antonio' 'la' 'actuación' 'de' 'Los' 'Pasores' 'en' 'la'
 'iglesia' 'de' 'Nuestra' 'señora' 'de' 'Guadalupe' 'está' 'presente'
 'desde' '1913.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
329,"['Pero' 'aunque' 'se' 'riera,' 'sabía' 'tan' 'bien' 'como' 'Pitt' 'que,'
 'al' 'desembarcar' 'esa' 'mañana,' 'llevaba' 'su' 'vida' 'en' 'sus'
 'manos.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
330,"['Recibí' 'órdenes' 'para' 'irme' 'a' 'Del' 'Rio,' 'TX,' 'así' 'que'
 'cuando' 'llegué' 'allí,' 'bueno,' 'me' 'enteré' 'de' 'que' 'tenía' 'que'
 'irme' 'a' 'la' 'base' 'de' 'Laughlin' 'Air' 'Force.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
331,"['Recuperamos' 'el' '58' '%' 'del' 'dinero' 'con' 'las' 'ventas' 'de'
 'entradas,' 'dejando' 'un' '32' '%' 'a' 'ser' 'recuperado' 'con'
 'donaciones' 'de' 'amigos' 'como' 'tú.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
332,"['Ninguno' 'de' 'estos' 'tiene' 'mucho' 'atractivo' 'actual,' 'a' 'pesar'
 'del' 'lujo.']",[0 0 0 0 0 0 0 0 0 0 0]
333,"['guardería' 'de' 'dos' 'días' 'a' 'la' 'semana,' 'lo' 'llaman'
 'guardería' 'de' 'la' 'tercera' 'edad,' 'pero' 'ella' 'va' 'al' 'centro'
 'de' 'la' 'tercera' 'edad']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
334,"['Shrewd' 'defensa,' 'él' 'está' 'de' 'acuerdo.']",[0 0 0 0 0 0]
335,"['En' 'realidad,' 'la' 'palabra' 'quark' 'está' 'en' 'el' 'OED' 'como'
 'un' 'verbo' 'que' 'significa' ""`croar',"" 'con' 'referencias' 'del'
 'siglo' 'XIX' 'a' 'ranas,' 'torres' 'y' 'garzas.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
336,"['Sus' 'criptas,' '27' 'm' '(88' 'pies)' 'bajo' 'tierra,' 'están'
 'fabricadas' 'con' 'mármol' 'y' 'cubren' '1200' 'metros' 'cuadrados'
 '(13' '000' 'pies' 'cuadrados).']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
337,"['Oh,' 'bien,' 'la' 'informática' 'y' 'la' 'ciencia' 'cognitiva' 'también']",[0 0 0 0 0 0 0 0 0]
338,"['Los' 'amigos' 'operan' 'en' 'dos' 'niveles:' 'los' 'Citywide' 'Friends'
 'y' 'los' 'Branch' 'Friends,' 'y' 'puedes' 'estar' 'activo' 'en' 'uno'
 'o' 'en' 'ambos' 'niveles.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
339,"['Si' 'desea' 'obtener' 'más' 'información' 'sobre' 'la' 'campaña' 'de'
 'la' 'Facultad' 'de' 'Medicina' 'de' 'Indiana' 'o' 'la' 'investigación'
 'del' 'Dr.' 'Field,' 'llame' 'al' '274-3270.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
340,"['Tal' 'vez' 'ella' 'le' 'dijo' 'a' 'todos' 'los' 'demás' 'y' 'yo' 'no'
 'estaba' 'prestando' 'atención' 'en' 'ese' 'momento' 'en' 'particular.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
341,"['Se' 'evacuó' 'la' 'terminal' 'y' 'la' 'policía' 'encontró' 'partes'
 'misceláneas' 'de' 'armas,' 'munición' 'de' 'pistola' 'y' 'parafernalia'
 'militar' 'en' 'las' 'bolsas' 'que' 'el' 'hombre' 'había' 'facturado.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
342,"['Se' 'dice' 'que' 'la' 'cruz' 'pesa' '181,740' 'toneladas.']",[0 0 0 0 0 0 0 0]
343,"['Prototipos' 'de' 'prototipos' 'de' 'ingeniería' '(prototipos'
 'virtuales' 'o' 'representativos' 'de' 'producción,' 'prototipos'
 'iniciales' 'físicos)']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
344,"['Por' 'supuesto,' 'allí' 'me' 'preguntaron' 'por' 'qué' 'había' 'ido.']",[0 0 0 0 0 0 0 0 0]
345,"['Así' 'que' 'todo' 'ese' 'estrés' 'y,' 'osea,' 'tenía' 'todos' 'los'
 'motivos' 'para' 'estar' 'estresado' 'hoy,' 'era' 'como,' 'estás' 'dando'
 'algo' 'que' 'no' 'sabes' 'cómo' 'hacer,' 'y' 'es' 'como' 'toma,'
 'hazlo.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
346,"['No' 'conocía' 'muy' 'bien' 'a' 'la' 'Señora' 'Faulk,' 'ella' 'tenía'
 'unos' '80' 'años,' 'y' 'era' 'una' 'buena' 'persona,' 'la' 'había'
 'visto' 'un' 'par' 'de' 'veces,' 'pero' 'estaba' 'realmente' 'nerviosa'
 'por' 'eso.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
347,"['Contribuciones' 'de' 'la' 'entidad' 'del' 'empleador' 'a' 'los'
 'programas' 'de' 'seguros' 'sociales.']",[0 0 0 0 0 0 0 0 0 0 0 0]
348,"['pero' 'no,' 'nosotros' 'usualmente,' 'ya' 'sabes,' 'falda' 'y' 'falda'
 'y' 'blusa' 'o' 'traje' 'o' 'vestido' 'es' 'lo' 'que' 'ves' 'por' 'aquí'
 'así' 'que' 'está' 'bien' 'trabajar' 'en' 'casa' 'porque' 'puedo' 'ir'
 'en' 'ropa' 'interior']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
349,"['Había' 'pasado' 'una' 'quincena' 'en' 'Port' 'Royal,' 'su' 'barco' 'era'
 'prácticamente' 'uno' 'más' 'en' 'el' 'escuadrón' 'de' 'Jamaica.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
350,"[""'Un"" 'informante' 'de' 'Tennessee' 'usó' 'el' 'clima' 'de' 'perros'
 ""para'"" 'clima' 'cálido' 'y' 'sin' 'lluvia' ""',"" 'que' 'puede' 'derivar'
 'de' 'la' 'expresión' 'días' 'de' 'perros' 'que' 'se' 'refieren' 'al'
 'clima' 'seco' 'de' 'agosto.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
351,['Quiero' 'decir' 'que' 'ese' 'fue' 'el' 'punto' 'completo.'],[0 0 0 0 0 0 0 0]
352,"['Funciona' 'simplemente' 'levantando' 'dos' 'tablas' 'de' 'madera' 'a'
 'mano.']",[0 0 0 0 0 0 0 0 0]
353,"['En' 'la' 'cabina,' 'se' 'dejó' 'caer' 'en' 'una' 'silla' 'y' 'explotó,'
 'con' 'una' 'violencia' 'completamente' 'ajena' 'a' 'su' 'naturaleza.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
354,"['mmm' 'son' 'bastante' 'aseados,' 'son' 'una' 'especie' 'de' 'país' 'de'
 'pasto' 'azul' 'uh' 'son' 'muy' 'divertidos' 'de' 'verdad' 'me' 'parece'
 'que' 'lo' 'son']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
355,"['por' 'lo' 'que,' 'mmm...,' 'bien,' 'no' 'trae' 'nada' 'más' 'que' 'caos']",[0 0 0 0 0 0 0 0 0 0 0]
356,"['Estos' 'mercados' 'al' 'aire' 'libre' 'también' 'son' 'los' 'lugares'
 'más' 'interesantes' 'para' 'comprar' 'en' 'Pekín.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
357,"['Ella' 'era' 'una' 'morena' 'de' 'pelo' 'largo' 'con' 'cara' 'regordeta,'
 'labios' 'carnosos' 'y' 'dientes' 'grandes.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
358,"['Di:' 'break,' 'steak,' 'but' 'bleak' 'and' 'streak.']",[0 0 0 0 0 0 0]
359,"['bueno,' 'me' 'parece' 'que' 'voy' 'a' 'pagar' 'igualmente' 'cuando'
 'vaya' 'o' 'mi' 'compañía' 'aseguradora' 'de' 'todos' 'modos,' 'cuando'
 'pago' 'algo' 'las' 'facturas' 'parecen' 'excesivamente' 'altas']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
360,"['Lawrence' 'Singleton,' 'un' 'famoso' 'violador' 'que' 'amputó' 'los'
 'antebrazos' 'de' 'sus' 'víctimas' 'y' 'luego' 'pasó' 'solo' 'ocho'
 'años' 'en' 'prisión,' 'ha' 'sido' 'detenido' 'por' 'apuñalar' 'hasta'
 'la' 'muerte' 'de' 'otra' 'mujer' 'en' 'Florida.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
361,"['Ahora,' 'estos' 'no' 'son' 'problemas' 'de' 'los' 'que' 'los'
 'libertarios' 'de' 'torre' 'de' 'marfil' 'harían' 'caso.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
362,"['1' 'persona' 'hace' 'mejor' 'el' 'trabajo' 'que' 'los' 'ordenadores'
 'al' 'ajustar' 'la' 'alineación' 'de' 'los' 'tejidos' 'a' 'través' 'de'
 'las' 'máquinas' 'de' 'coser' 'y' 'compensar' 'los' 'errores' 'previos'
 'de' 'costura' 'y' 'corte.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
363,"['Se' 'descubrió' 'que' 'tenía' 'cómplices' 'a' 'ambos' 'lados' 'de' 'la'
 'frontera.']",[0 0 0 0 0 0 0 0 0 0 0]
364,"['Significa' 'todo' 'para' 'Becky,' 'Stephanie,' 'Marcus' 'y' 'Emily,' 'y'
 'los' 'estudiantes' 'como' 'ellos.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
365,"['Si' 'la' 'situación' 'se' 'intensifica,' 'se' 'puede' 'convocar' 'una'
 'conferencia' 'de' 'amenazas.']",[0 0 0 0 0 0 0 0 0 0 0 0]
366,"['Sí,' 'claro,' 'os' 'lo' 'diré.']",[0 0 0 0 0]
367,"['El' 'Poble' 'Espanyol' '(pueblo' 'español),' 'en' 'la' 'parte' 'noreste'
 'de' 'Montjuac,' 'es' 'un' 'punto' 'de' 'atracción' 'para' 'el' 'que'
 'la' 'diversión' 'cliché' 'para' 'toda' 'la' 'familia' 'podría' 'haberse'
 'inventado.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
368,"['Sin' 'esta' 'explicación,' 'la' 'información' 'de' 'que' 'surname'
 'viene' 'del' 'fránces' 'surnom' 'me' 'resulta' 'de' 'poco' 'interés.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
369,"['¿Y' 'estos' 'son' 'mejores?--¿Te' 'da' 'miedo' 'un' 'patán' 'agricultor'
 'de' 'Barbados?' '¿Qué' 'te' 'aflige,' 'Peter?' 'Nunca' 'te' 'había'
 'visto' 'asustado.' 'Una' 'pistola' 'se' 'disparó' 'tras' 'ellos.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
370,['no' 'somos' 'verdaderos' 'naturalistas' 'ni' 'nada' 'pero' 'eh'],[0 0 0 0 0 0 0 0]
371,['Los' 'rabinos' 'no' 'estaban' 'impresionados' 'por' 'estos' 'signos.'],[0 0 0 0 0 0 0 0]
372,"['Él' 'la' 'observó' 'pálida' 'y' 'tensa,' 'con' 'los' 'labios'
 'entreabiertos' 'y' 'los' 'ojos' 'sorprendidos' 'que' 'estaban' 'fijos'
 'en' 'él,' 'un' 'testigo' 'preocupado' 'de' 'esta' 'decisión' 'de' 'su'
 'destino.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
373,"['Sin' 'embargo,' 'hay' 'un' 'premio' 'de' 'consolación' 'para' 'la'
 'humanidad.']",[0 0 0 0 0 0 0 0 0 0]
374,"['Todos' 'menos' '2' 'de' 'los' '15' 'secuestradores' 'de' 'músculo'
 'fueron' 'admitidos' 'como' 'turistas,' 'lo' 'que' 'les' 'permitía'
 'pasar' 'seis' 'meses' 'en' 'los' 'Estados' 'Unidos' '(excepto' 'en' 'el'
 'caso' 'de' 'Mihdhar,' 'al' 'que' 'solo' 'le' 'concedieron' 'cuatro'
 'meses).']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
375,"['Los' 'niños' 'disfrutarán' 'de' 'la' 'Cité' 'de' 'la' 'Mer' '(37' 'Rue'
 'de' ""l'Asile"" 'Thomas),' 'con' 'exhibiciones' 'sobre' 'la' 'historia'
 'de' 'la' 'construcción' 'de' 'barcos,' 'la' 'industria' 'pesquera' 'y'
 'cómo' 'las' 'mareas' 'y' 'las' 'corrientes' 'dan' 'forma' 'a' 'la'
 'costa.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
376,"['No' 'era' 'más' 'que' 'un' 'desierto;' 'había' 'artemisa' 'en' 'la'
 'pista.']",[0 0 0 0 0 0 0 0 0 0 0]
377,"['Si' 'tiene' 'alguna' 'pregunta' 'o' 'sugerencia,' 'llámeme' 'hoy' 'al'
 '(924-5471)' 'o' 'llame' 'a' 'Bob' 'Lovell' 'al' '(274-0622).']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
378,"['La' 'adquisición' 'trascendental' 'en' 'diciembre' 'de' '75'
 'pergaminos' 'colgantes' 'y' 'pantallas' 'plegables' 'importantes' 'y'
 'únicos' 'es' 'prueba' 'del' 'compromiso' 'para' 'crear' 'la' 'colección'
 'permanente' 'de' 'arte' 'mundial' 'de' 'IMA.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
379,"['El' 'último' 'receptor' 'en' 'Pakistán' 'iría' 'entonces' 'al'
 'hawaladar' 'pakistaní' 'y' 'recibiría' 'el' 'dinero,' 'en' 'rupias,'
 'del' 'dinero' 'que' 'el' 'hawaladar' 'pakistaní' 'tenga' 'a' 'mano.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
380,"['A' 'las' '10:45' 'se' 'les' 'pidió' 'a' 'los' 'participantes' 'que'
 'esperaran' 'en' 'el' 'DEFCON' '3,' 'pero' 'un' 'minuto' 'después' 'se'
 'había' 'restablecido' 'el' 'orden.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
381,['ha' 'sido' 'agradable' 'hablar' 'contigo'],[0 0 0 0 0]
382,"['Comisión' 'de' 'análisis' 'de' 'datos' 'de' 'control' 'de' 'tráfico'
 'aéreo' 'de' 'la' 'FAA.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
383,"['La' 'inclusión' 'de' 'todas' 'las' 'partes' 'o' 'de' 'los' 'elementos'
 'necesarios.']",[0 0 0 0 0 0 0 0 0 0 0]
384,"['Dos' 'unidades' 'de' 'ingeniería' 'de' 'combustión' '900' 'MWe,'
 '8-corner,' 'T-fired' 'que' 'consumen' 'aproximadamente' 'el' '1.5' '%'
 'del' 'carbón' 'bituminoso' 'de' 'azufre.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
385,"['Desde' 'el' 'principio,' 'la' 'gente' 'tenía' 'que' 'poseer' 'nombres'
 'para' 'identificarse.']",[0 0 0 0 0 0 0 0 0 0 0]
386,"['Diego' 'siguió' 'sus' 'instrucciones' 'y' 'en' 'la' 'cima' 'del' 'monte'
 'encontró' 'unas' 'bonitas' 'rosas' 'de' 'Castilla,' 'aún' 'cubiertas'
 'en' 'rocío.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
387,"['[XVIII,' '4]' 'se' 'refiere' 'a' 'los' 'huevos' 'en' 'su' 'sentido' 'de'
 'argot,' 'cojones,' 'no' 'su' 'sentido' 'literal,' 'huevos.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
388,"['Michael' 'Lewis,' 'mientras' 'era' 'entrevistado' 'sobre' 'su' 'libro'
 'Trail' 'Fever,' 'observó' 'que' 'Alexander' 'hizo' 'algo' 'que' 'no'
 'creí' 'posible' 'en' 'esta' 'campaña.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
389,"['un' 'níquel' 'menos,' 'o' 'lo' 'que' 'es' 'lo' 'mismo,' 'treinta'
 'centavos' 'menos' 'por' 'seis' 'botellas.' 'Todos' 'cruzan' 'la'
 'frontera' 'para' 'comprar' 'las' 'bebidas' 'más' 'baratas']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
390,"['Soy' 'como,' 'sé' 'lo' 'lejos' 'que' 'he' 'llegado.']",[0 0 0 0 0 0 0 0]
391,"['El' 'tribunal' 'utilizó' '6' 'veces' 'este' 'poder' 'con' 'moderación'
 'en' 'los' 'cincuenta' 'y' 'cinco' 'años' 'previos' 'a' 'la' 'Guerra'
 'Civil.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
392,"['¿Cómo' 'podría' 'honestamente' 'haberlos' 'detenido?' 'Fue' 'en' 'el'
 'trato.']",[0 0 0 0 0 0 0 0 0]
393,"['Los' 'docentes' 'con' 'títulos' 'de' 'la' 'Social' 'Health'
 'Association' 'ofrecen' 'presentaciones' 'en' 'el' 'colegio' 'en' 'tres']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
394,"['Para' 'las' 'recomendaciones' 'del' 'informe' 'de' 'Gates,' 'vea' 'el'
 'informe' 'del' 'grupo' 'de' 'trabajo' 'de' 'DCI,' 'mejorando' 'la'
 'advertencia' 'de' 'inteligencia,' '29' 'de' 'mayo' 'de' '1992.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
395,"['Caminando' 'tranquilamente,' 'bordeó' 'la' 'pared' 'asediada,' 'y'
 'atravesó' 'las' 'grandes' 'puertas' 'hacia' 'el' 'patio.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
396,"['Pero' 'tales' 'reconocimientos' 'no' 'califican' 'como' 'dedicatorias'
 'en' 'el' 'sentido' 'generalmente' 'entendido' 'y' 'en' 'el' 'libro' 'en'
 'particular.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
397,['Necesito' 'que' 'hagas' 'algo' 'por' 'mí.'],[0 0 0 0 0 0]
398,"['Feisty,' 'como' 'fizzle,' 'comenzó' 'como' 'Middle' 'English' 'fysten,'
 'fisten' '`a' 'pedo.']",[0 0 0 0 0 0 0 0 0 0 0]
399,"['Fue' 'la' 'única' 'baja' 'de' 'la' 'Crisis' 'de' 'Cuba' 'y,' 'eh,'
 'Kaiser,' 'eh,' 'se' 'hizo' 'con' 'las' 'imágenes' 'y' 'voló' 'directo'
 'a' 'Andrews' 'Air' 'Force' 'en' 'Washington.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
400,"['La' 'Cambridge' 'University' 'Press' 'ha' 'sido' 'nombrada' 'encargada'
 'de' 'honrar' 'el' '200' 'aniversario' 'de' 'La' 'Vida' 'de' 'Johnson'
 'de' 'Boswell' 'con' 'una' 'colección' 'de' 'catorce' 'ensayos' 'sobre'
 'el' 'biógrafo' 'y' 'su' 'tema.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
401,"['Como' 'las' 'reservas' 'para' 'nuestra' 'estancia' 'en' 'Houston' 'son'
 'limitadas,' 'espero' 'que' 'responda' 'a' 'la' 'Aceptación' 'de' 'su'
 'nominación' 'el' 'día' 'de' 'hoy.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
402,"['No' 'sabíamos' 'qué' 'era' 'un' 'U2' 'y' 'nadie' 'sabía' 'nada' 'sobre'
 'un' 'U2.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
403,['Así' 'que' 'vivimos' 'en' 'esta' 'zona.'],[0 0 0 0 0 0]
404,"['Todos' 'los' 'CEO' 'de' 'las' 'instituciones' 'financieras' 'y' 'a'
 'las' 'personas' 'que' 'les' 'gusta' 'eso,' 'así' 'que' 'ella' 'estaba'
 'muy' 'interesada' 'en' 'mantenerse' 'al' 'tanto' 'de' 'lo' 'que'
 'estaba' 'pasando' 'con' 'las' 'instituciones' 'financieras.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
405,"['Durante' 'la' 'Sexta' 'Cruzada' '(1228-1229),' 'el' 'Sacro' 'Emperador'
 'Romano' 'Federico' 'II' 'logró' 'asegurar' 'Jerusalén' 'para' 'los'
 'cristianos' 'mediante' 'la' 'negociación.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
406,"['oh,' 'ya' 'veo,' 'el' 'estado' 'no' 'lo' 'necesita,' 'es' 'como...' 'es'
 'bastante...' 'es' 'bastante' 'inusual,' '¿no?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
407,"['Si' 'a' 'algo' 'ha' 'contribuido' 'ha' 'sido' 'a' 'aumentar' 'su'
 'entusiasmo.']",[0 0 0 0 0 0 0 0 0 0 0]
408,"['Las' 'contribuciones' 'del' 'empleador' 'y' 'del' 'empleado' 'se'
 'calculan' 'generalmente' 'de' 'la' 'misma' 'manera']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
409,"['La' 'casa' 'de' 'esquina' 'del' 'Número' '8' 'fue' 'hasta' 'hace' 'poco'
 'la' 'residencia' 'oficial' 'del' 'presidente' 'de' 'la' 'Generalitat.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
410,"['Y,' 'desgraciadamente,' 'volvimos' 'a' 'mudarnos.']",[0 0 0 0 0]
411,"['Junto' 'al' 'puerto' 'de' 'cruceros' 'se' 'encuentra' 'Flag' 'Hill,'
 'que' 'se' 'eleva' '700' 'pies' '(214' 'metros)' 'por' 'encima' 'del'
 'nivel' 'del' 'mar.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
412,['Costo' 'monetario' 'para' 'mantener' 'el' 'microondas' 'por' '$6.'],[0 0 0 0 0 0 0 0]
413,"['19' 'Asumiendo' 'cuatro' 'meses' 'de' 'trabajo' 'previo' 'a' 'la'
 'asignación' 'del' 'contrato,' 'habrían' 'sido' 'necesarios' '13' 'meses'
 'para' 'modernizar' 'este' 'calentador' '675' 'MWe.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
414,"['En' 'el' 'último' 'capítulo,' 'fui' 'más' 'allá' 'de' 'la'
 'preocupación' 'principal' 'respecto' 'a' 'agentes' 'autónomos' 'para'
 'considerar' 'el' 'universo' 'en' 'sí.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
415,"['Las' 'casillas' 'estarán' 'marcadas' 'con' 'los' 'nombres' 'de'
 'Cassie,' 'Corey,' 'Rachel,' 'Isaiah,' 'Kelly,' 'Kyle' 'y' 'los' 'otros'
 'estudiantes' 'de' 'Columbine' 'High' 'School' 'que' 'perdieron' 'la'
 'vida' 'a' 'principios' 'de' 'este' 'año.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
416,"['La' 'web' 'de' 'Historia' 'Natural' 'drel' 'Smithsonian' '(dos' 'o'
 'tres' 'veces' 'página' 'abajo)']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
417,"['Haz' 'que' 'mi' 'abrigo' 'parezca' 'nuevo,' 'querido,' '¡cóselo!']",[0 0 0 0 0 0 0 0]
418,"['Esto' 'es' 'extremadamente' 'importante' 'para' 'la' 'supervivencia' 'a'
 'largo' 'plazo' 'de' 'los' 'elefantes' 'tanto' 'bajo' 'cuidados' 'de'
 'los' 'humanos,' 'y' 'también' 'en' 'entornos' 'salvajes.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
419,"['Su' 'donación' 'en' 'este' 'momento' 'puede' 'proporcionarle'
 'beneficios' 'fiscales' 'adicionales' 'al' 'final' 'del' 'año.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
420,"['eh-eh' 'es' 'gracioso' 'y' 'yo' 'supongo' 'que' 'me' 'gustan'
 'principalmente' 'los' 'espectáculos' 'divertidos' 'en' 'su' 'mayoría']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
421,"['El' 'servicio' 'de' 'correos' 'es' 'más' 'vulnerable' 'que' 'otras'
 'administraciones' 'postales' 'a' 'la' 'hora' 'de' 'prestar' 'servicios'
 'al' 'consumidor' 'que' 'les' 'interesa.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
